Date,Day Name,Day_No,Week_ID,Week_No,Month_No,Year_No,Quarter_No,Quarter_ID,Month_ID,Week_Date,Month_Name,Fiscal Month,Fiscal Quarter,Fiscal Year
13/04/2018,Friday,5,432,15,4,2018,2,34,100,09/04/2018,April,"April, (2018)",FY18-Q2,FY18
14/04/2018,Saturday,6,432,15,4,2018,2,34,100,09/04/2018,April,"April, (2018)",FY18-Q2,FY18
15/04/2018,Sunday,7,432,15,4,2018,2,34,100,09/04/2018,April,"April, (2018)",FY18-Q2,FY18
16/04/2018,Monday,1,433,16,4,2018,2,34,100,16/04/2018,April,"April, (2018)",FY18-Q2,FY18
17/04/2018,Tuesday,2,433,16,4,2018,2,34,100,16/04/2018,April,"April, (2018)",FY18-Q2,FY18
18/04/2018,Wednesday,3,433,16,4,2018,2,34,100,16/04/2018,April,"April, (2018)",FY18-Q2,FY18
19/04/2018,Thursday,4,433,16,4,2018,2,34,100,16/04/2018,April,"April, (2018)",FY18-Q2,FY18
20/04/2018,Friday,5,433,16,4,2018,2,34,100,16/04/2018,April,"April, (2018)",FY18-Q2,FY18
21/04/2018,Saturday,6,433,16,4,2018,2,34,100,16/04/2018,April,"April, (2018)",FY18-Q2,FY18
22/04/2018,Sunday,7,433,16,4,2018,2,34,100,16/04/2018,April,"April, (2018)",FY18-Q2,FY18
23/04/2018,Monday,1,434,17,4,2018,2,34,100,23/04/2018,April,"April, (2018)",FY18-Q2,FY18
24/04/2018,Tuesday,2,434,17,4,2018,2,34,100,23/04/2018,April,"April, (2018)",FY18-Q2,FY18
25/04/2018,Wednesday,3,434,17,4,2018,2,34,100,23/04/2018,April,"April, (2018)",FY18-Q2,FY18
26/04/2018,Thursday,4,434,17,4,2018,2,34,100,23/04/2018,April,"April, (2018)",FY18-Q2,FY18
27/04/2018,Friday,5,434,17,4,2018,2,34,100,23/04/2018,April,"April, (2018)",FY18-Q2,FY18
28/04/2018,Saturday,6,434,17,4,2018,2,34,100,23/04/2018,April,"April, (2018)",FY18-Q2,FY18
29/04/2018,Sunday,7,434,17,4,2018,2,34,100,23/04/2018,April,"April, (2018)",FY18-Q2,FY18
30/04/2018,Monday,1,435,18,4,2018,2,34,100,30/04/2018,April,"April, (2018)",FY18-Q2,FY18
01/05/2018,Tuesday,2,435,18,5,2018,2,34,101,30/04/2018,May,"May, (2018)",FY18-Q2,FY18
02/05/2018,Wednesday,3,435,18,5,2018,2,34,101,30/04/2018,May,"May, (2018)",FY18-Q2,FY18
03/05/2018,Thursday,4,435,18,5,2018,2,34,101,30/04/2018,May,"May, (2018)",FY18-Q2,FY18
04/05/2018,Friday,5,435,18,5,2018,2,34,101,30/04/2018,May,"May, (2018)",FY18-Q2,FY18
05/05/2018,Saturday,6,435,18,5,2018,2,34,101,30/04/2018,May,"May, (2018)",FY18-Q2,FY18
06/05/2018,Sunday,7,435,18,5,2018,2,34,101,30/04/2018,May,"May, (2018)",FY18-Q2,FY18
07/05/2018,Monday,1,436,19,5,2018,2,34,101,07/05/2018,May,"May, (2018)",FY18-Q2,FY18
08/05/2018,Tuesday,2,436,19,5,2018,2,34,101,07/05/2018,May,"May, (2018)",FY18-Q2,FY18
09/05/2018,Wednesday,3,436,19,5,2018,2,34,101,07/05/2018,May,"May, (2018)",FY18-Q2,FY18
10/05/2018,Thursday,4,436,19,5,2018,2,34,101,07/05/2018,May,"May, (2018)",FY18-Q2,FY18
11/05/2018,Friday,5,436,19,5,2018,2,34,101,07/05/2018,May,"May, (2018)",FY18-Q2,FY18
12/05/2018,Saturday,6,436,19,5,2018,2,34,101,07/05/2018,May,"May, (2018)",FY18-Q2,FY18
13/05/2018,Sunday,7,436,19,5,2018,2,34,101,07/05/2018,May,"May, (2018)",FY18-Q2,FY18
14/05/2018,Monday,1,437,20,5,2018,2,34,101,14/05/2018,May,"May, (2018)",FY18-Q2,FY18
15/05/2018,Tuesday,2,437,20,5,2018,2,34,101,14/05/2018,May,"May, (2018)",FY18-Q2,FY18
16/05/2018,Wednesday,3,437,20,5,2018,2,34,101,14/05/2018,May,"May, (2018)",FY18-Q2,FY18
17/05/2018,Thursday,4,437,20,5,2018,2,34,101,14/05/2018,May,"May, (2018)",FY18-Q2,FY18
18/05/2018,Friday,5,437,20,5,2018,2,34,101,14/05/2018,May,"May, (2018)",FY18-Q2,FY18
19/05/2018,Saturday,6,437,20,5,2018,2,34,101,14/05/2018,May,"May, (2018)",FY18-Q2,FY18
20/05/2018,Sunday,7,437,20,5,2018,2,34,101,14/05/2018,May,"May, (2018)",FY18-Q2,FY18
21/05/2018,Monday,1,438,21,5,2018,2,34,101,21/05/2018,May,"May, (2018)",FY18-Q2,FY18
22/05/2018,Tuesday,2,438,21,5,2018,2,34,101,21/05/2018,May,"May, (2018)",FY18-Q2,FY18
23/05/2018,Wednesday,3,438,21,5,2018,2,34,101,21/05/2018,May,"May, (2018)",FY18-Q2,FY18
24/05/2018,Thursday,4,438,21,5,2018,2,34,101,21/05/2018,May,"May, (2018)",FY18-Q2,FY18
25/05/2018,Friday,5,438,21,5,2018,2,34,101,21/05/2018,May,"May, (2018)",FY18-Q2,FY18
26/05/2018,Saturday,6,438,21,5,2018,2,34,101,21/05/2018,May,"May, (2018)",FY18-Q2,FY18
27/05/2018,Sunday,7,438,21,5,2018,2,34,101,21/05/2018,May,"May, (2018)",FY18-Q2,FY18
28/05/2018,Monday,1,439,22,5,2018,2,34,101,28/05/2018,May,"May, (2018)",FY18-Q2,FY18
29/05/2018,Tuesday,2,439,22,5,2018,2,34,101,28/05/2018,May,"May, (2018)",FY18-Q2,FY18
30/05/2018,Wednesday,3,439,22,5,2018,2,34,101,28/05/2018,May,"May, (2018)",FY18-Q2,FY18
31/05/2018,Thursday,4,439,22,5,2018,2,34,101,28/05/2018,May,"May, (2018)",FY18-Q2,FY18
01/06/2018,Friday,5,439,22,6,2018,2,34,102,28/05/2018,June,"June, (2018)",FY18-Q2,FY18
02/06/2018,Saturday,6,439,22,6,2018,2,34,102,28/05/2018,June,"June, (2018)",FY18-Q2,FY18
03/06/2018,Sunday,7,439,22,6,2018,2,34,102,28/05/2018,June,"June, (2018)",FY18-Q2,FY18
04/06/2018,Monday,1,440,23,6,2018,2,34,102,04/06/2018,June,"June, (2018)",FY18-Q2,FY18
05/06/2018,Tuesday,2,440,23,6,2018,2,34,102,04/06/2018,June,"June, (2018)",FY18-Q2,FY18
06/06/2018,Wednesday,3,440,23,6,2018,2,34,102,04/06/2018,June,"June, (2018)",FY18-Q2,FY18
07/06/2018,Thursday,4,440,23,6,2018,2,34,102,04/06/2018,June,"June, (2018)",FY18-Q2,FY18
08/06/2018,Friday,5,440,23,6,2018,2,34,102,04/06/2018,June,"June, (2018)",FY18-Q2,FY18
09/06/2018,Saturday,6,440,23,6,2018,2,34,102,04/06/2018,June,"June, (2018)",FY18-Q2,FY18
10/06/2018,Sunday,7,440,23,6,2018,2,34,102,04/06/2018,June,"June, (2018)",FY18-Q2,FY18
11/06/2018,Monday,1,441,24,6,2018,2,34,102,11/06/2018,June,"June, (2018)",FY18-Q2,FY18
12/06/2018,Tuesday,2,441,24,6,2018,2,34,102,11/06/2018,June,"June, (2018)",FY18-Q2,FY18
13/06/2018,Wednesday,3,441,24,6,2018,2,34,102,11/06/2018,June,"June, (2018)",FY18-Q2,FY18
14/06/2018,Thursday,4,441,24,6,2018,2,34,102,11/06/2018,June,"June, (2018)",FY18-Q2,FY18
15/06/2018,Friday,5,441,24,6,2018,2,34,102,11/06/2018,June,"June, (2018)",FY18-Q2,FY18
16/06/2018,Saturday,6,441,24,6,2018,2,34,102,11/06/2018,June,"June, (2018)",FY18-Q2,FY18
17/06/2018,Sunday,7,441,24,6,2018,2,34,102,11/06/2018,June,"June, (2018)",FY18-Q2,FY18
18/06/2018,Monday,1,442,25,6,2018,2,34,102,18/06/2018,June,"June, (2018)",FY18-Q2,FY18
19/06/2018,Tuesday,2,442,25,6,2018,2,34,102,18/06/2018,June,"June, (2018)",FY18-Q2,FY18
20/06/2018,Wednesday,3,442,25,6,2018,2,34,102,18/06/2018,June,"June, (2018)",FY18-Q2,FY18
21/06/2018,Thursday,4,442,25,6,2018,2,34,102,18/06/2018,June,"June, (2018)",FY18-Q2,FY18
22/06/2018,Friday,5,442,25,6,2018,2,34,102,18/06/2018,June,"June, (2018)",FY18-Q2,FY18
23/06/2018,Saturday,6,442,25,6,2018,2,34,102,18/06/2018,June,"June, (2018)",FY18-Q2,FY18
24/06/2018,Sunday,7,442,25,6,2018,2,34,102,18/06/2018,June,"June, (2018)",FY18-Q2,FY18
25/06/2018,Monday,1,443,26,6,2018,2,34,102,25/06/2018,June,"June, (2018)",FY18-Q2,FY18
26/06/2018,Tuesday,2,443,26,6,2018,2,34,102,25/06/2018,June,"June, (2018)",FY18-Q2,FY18
27/06/2018,Wednesday,3,443,26,6,2018,2,34,102,25/06/2018,June,"June, (2018)",FY18-Q2,FY18
28/06/2018,Thursday,4,443,26,6,2018,2,34,102,25/06/2018,June,"June, (2018)",FY18-Q2,FY18
29/06/2018,Friday,5,443,26,6,2018,2,34,102,25/06/2018,June,"June, (2018)",FY18-Q2,FY18
30/06/2018,Saturday,6,443,26,6,2018,2,34,102,25/06/2018,June,"June, (2018)",FY18-Q2,FY18
01/07/2018,Sunday,7,443,26,7,2018,2,34,103,25/06/2018,July,"July, (2018)",FY18-Q3,FY18
02/07/2018,Monday,1,444,27,7,2018,3,35,103,02/07/2018,July,"July, (2018)",FY18-Q3,FY18
03/07/2018,Tuesday,2,444,27,7,2018,3,35,103,02/07/2018,July,"July, (2018)",FY18-Q3,FY18
04/07/2018,Wednesday,3,444,27,7,2018,3,35,103,02/07/2018,July,"July, (2018)",FY18-Q3,FY18
05/07/2018,Thursday,4,444,27,7,2018,3,35,103,02/07/2018,July,"July, (2018)",FY18-Q3,FY18
06/07/2018,Friday,5,444,27,7,2018,3,35,103,02/07/2018,July,"July, (2018)",FY18-Q3,FY18
07/07/2018,Saturday,6,444,27,7,2018,3,35,103,02/07/2018,July,"July, (2018)",FY18-Q3,FY18
08/07/2018,Sunday,7,444,27,7,2018,3,35,103,02/07/2018,July,"July, (2018)",FY18-Q3,FY18
09/07/2018,Monday,1,445,28,7,2018,3,35,103,09/07/2018,July,"July, (2018)",FY18-Q3,FY18
10/07/2018,Tuesday,2,445,28,7,2018,3,35,103,09/07/2018,July,"July, (2018)",FY18-Q3,FY18
11/07/2018,Wednesday,3,445,28,7,2018,3,35,103,09/07/2018,July,"July, (2018)",FY18-Q3,FY18
12/07/2018,Thursday,4,445,28,7,2018,3,35,103,09/07/2018,July,"July, (2018)",FY18-Q3,FY18
13/07/2018,Friday,5,445,28,7,2018,3,35,103,09/07/2018,July,"July, (2018)",FY18-Q3,FY18
14/07/2018,Saturday,6,445,28,7,2018,3,35,103,09/07/2018,July,"July, (2018)",FY18-Q3,FY18
15/07/2018,Sunday,7,445,28,7,2018,3,35,103,09/07/2018,July,"July, (2018)",FY18-Q3,FY18
16/07/2018,Monday,1,446,29,7,2018,3,35,103,16/07/2018,July,"July, (2018)",FY18-Q3,FY18
17/07/2018,Tuesday,2,446,29,7,2018,3,35,103,16/07/2018,July,"July, (2018)",FY18-Q3,FY18
18/07/2018,Wednesday,3,446,29,7,2018,3,35,103,16/07/2018,July,"July, (2018)",FY18-Q3,FY18
19/07/2018,Thursday,4,446,29,7,2018,3,35,103,16/07/2018,July,"July, (2018)",FY18-Q3,FY18
20/07/2018,Friday,5,446,29,7,2018,3,35,103,16/07/2018,July,"July, (2018)",FY18-Q3,FY18
21/07/2018,Saturday,6,446,29,7,2018,3,35,103,16/07/2018,July,"July, (2018)",FY18-Q3,FY18
22/07/2018,Sunday,7,446,29,7,2018,3,35,103,16/07/2018,July,"July, (2018)",FY18-Q3,FY18
23/07/2018,Monday,1,447,30,7,2018,3,35,103,23/07/2018,July,"July, (2018)",FY18-Q3,FY18
24/07/2018,Tuesday,2,447,30,7,2018,3,35,103,23/07/2018,July,"July, (2018)",FY18-Q3,FY18
25/07/2018,Wednesday,3,447,30,7,2018,3,35,103,23/07/2018,July,"July, (2018)",FY18-Q3,FY18
26/07/2018,Thursday,4,447,30,7,2018,3,35,103,23/07/2018,July,"July, (2018)",FY18-Q3,FY18
27/07/2018,Friday,5,447,30,7,2018,3,35,103,23/07/2018,July,"July, (2018)",FY18-Q3,FY18
28/07/2018,Saturday,6,447,30,7,2018,3,35,103,23/07/2018,July,"July, (2018)",FY18-Q3,FY18
29/07/2018,Sunday,7,447,30,7,2018,3,35,103,23/07/2018,July,"July, (2018)",FY18-Q3,FY18
30/07/2018,Monday,1,448,31,7,2018,3,35,103,30/07/2018,July,"July, (2018)",FY18-Q3,FY18
31/07/2018,Tuesday,2,448,31,7,2018,3,35,103,30/07/2018,July,"July, (2018)",FY18-Q3,FY18
01/08/2018,Wednesday,3,448,31,8,2018,3,35,104,30/07/2018,August,"August, (2018)",FY18-Q3,FY18
02/08/2018,Thursday,4,448,31,8,2018,3,35,104,30/07/2018,August,"August, (2018)",FY18-Q3,FY18
03/08/2018,Friday,5,448,31,8,2018,3,35,104,30/07/2018,August,"August, (2018)",FY18-Q3,FY18
04/08/2018,Saturday,6,448,31,8,2018,3,35,104,30/07/2018,August,"August, (2018)",FY18-Q3,FY18
05/08/2018,Sunday,7,448,31,8,2018,3,35,104,30/07/2018,August,"August, (2018)",FY18-Q3,FY18
06/08/2018,Monday,1,449,32,8,2018,3,35,104,06/08/2018,August,"August, (2018)",FY18-Q3,FY18
07/08/2018,Tuesday,2,449,32,8,2018,3,35,104,06/08/2018,August,"August, (2018)",FY18-Q3,FY18
08/08/2018,Wednesday,3,449,32,8,2018,3,35,104,06/08/2018,August,"August, (2018)",FY18-Q3,FY18
09/08/2018,Thursday,4,449,32,8,2018,3,35,104,06/08/2018,August,"August, (2018)",FY18-Q3,FY18
10/08/2018,Friday,5,449,32,8,2018,3,35,104,06/08/2018,August,"August, (2018)",FY18-Q3,FY18
11/08/2018,Saturday,6,449,32,8,2018,3,35,104,06/08/2018,August,"August, (2018)",FY18-Q3,FY18
12/08/2018,Sunday,7,449,32,8,2018,3,35,104,06/08/2018,August,"August, (2018)",FY18-Q3,FY18
13/08/2018,Monday,1,450,33,8,2018,3,35,104,13/08/2018,August,"August, (2018)",FY18-Q3,FY18
14/08/2018,Tuesday,2,450,33,8,2018,3,35,104,13/08/2018,August,"August, (2018)",FY18-Q3,FY18
15/08/2018,Wednesday,3,450,33,8,2018,3,35,104,13/08/2018,August,"August, (2018)",FY18-Q3,FY18
16/08/2018,Thursday,4,450,33,8,2018,3,35,104,13/08/2018,August,"August, (2018)",FY18-Q3,FY18
17/08/2018,Friday,5,450,33,8,2018,3,35,104,13/08/2018,August,"August, (2018)",FY18-Q3,FY18
18/08/2018,Saturday,6,450,33,8,2018,3,35,104,13/08/2018,August,"August, (2018)",FY18-Q3,FY18
19/08/2018,Sunday,7,450,33,8,2018,3,35,104,13/08/2018,August,"August, (2018)",FY18-Q3,FY18
20/08/2018,Monday,1,451,34,8,2018,3,35,104,20/08/2018,August,"August, (2018)",FY18-Q3,FY18
21/08/2018,Tuesday,2,451,34,8,2018,3,35,104,20/08/2018,August,"August, (2018)",FY18-Q3,FY18
22/08/2018,Wednesday,3,451,34,8,2018,3,35,104,20/08/2018,August,"August, (2018)",FY18-Q3,FY18
23/08/2018,Thursday,4,451,34,8,2018,3,35,104,20/08/2018,August,"August, (2018)",FY18-Q3,FY18
24/08/2018,Friday,5,451,34,8,2018,3,35,104,20/08/2018,August,"August, (2018)",FY18-Q3,FY18
25/08/2018,Saturday,6,451,34,8,2018,3,35,104,20/08/2018,August,"August, (2018)",FY18-Q3,FY18
26/08/2018,Sunday,7,451,34,8,2018,3,35,104,20/08/2018,August,"August, (2018)",FY18-Q3,FY18
27/08/2018,Monday,1,452,35,8,2018,3,35,104,27/08/2018,August,"August, (2018)",FY18-Q3,FY18
28/08/2018,Tuesday,2,452,35,8,2018,3,35,104,27/08/2018,August,"August, (2018)",FY18-Q3,FY18
29/08/2018,Wednesday,3,452,35,8,2018,3,35,104,27/08/2018,August,"August, (2018)",FY18-Q3,FY18
30/08/2018,Thursday,4,452,35,8,2018,3,35,104,27/08/2018,August,"August, (2018)",FY18-Q3,FY18
31/08/2018,Friday,5,452,35,8,2018,3,35,104,27/08/2018,August,"August, (2018)",FY18-Q3,FY18
01/09/2018,Saturday,6,452,35,9,2018,3,35,105,27/08/2018,September,"September, (2018)",FY18-Q3,FY18
02/09/2018,Sunday,7,452,35,9,2018,3,35,105,27/08/2018,September,"September, (2018)",FY18-Q3,FY18
03/09/2018,Monday,1,453,36,9,2018,3,35,105,03/09/2018,September,"September, (2018)",FY18-Q3,FY18
04/09/2018,Tuesday,2,453,36,9,2018,3,35,105,03/09/2018,September,"September, (2018)",FY18-Q3,FY18
05/09/2018,Wednesday,3,453,36,9,2018,3,35,105,03/09/2018,September,"September, (2018)",FY18-Q3,FY18
06/09/2018,Thursday,4,453,36,9,2018,3,35,105,03/09/2018,September,"September, (2018)",FY18-Q3,FY18
07/09/2018,Friday,5,453,36,9,2018,3,35,105,03/09/2018,September,"September, (2018)",FY18-Q3,FY18
08/09/2018,Saturday,6,453,36,9,2018,3,35,105,03/09/2018,September,"September, (2018)",FY18-Q3,FY18
09/09/2018,Sunday,7,453,36,9,2018,3,35,105,03/09/2018,September,"September, (2018)",FY18-Q3,FY18
10/09/2018,Monday,1,454,37,9,2018,3,35,105,10/09/2018,September,"September, (2018)",FY18-Q3,FY18
11/09/2018,Tuesday,2,454,37,9,2018,3,35,105,10/09/2018,September,"September, (2018)",FY18-Q3,FY18
12/09/2018,Wednesday,3,454,37,9,2018,3,35,105,10/09/2018,September,"September, (2018)",FY18-Q3,FY18
13/09/2018,Thursday,4,454,37,9,2018,3,35,105,10/09/2018,September,"September, (2018)",FY18-Q3,FY18
14/09/2018,Friday,5,454,37,9,2018,3,35,105,10/09/2018,September,"September, (2018)",FY18-Q3,FY18
15/09/2018,Saturday,6,454,37,9,2018,3,35,105,10/09/2018,September,"September, (2018)",FY18-Q3,FY18
16/09/2018,Sunday,7,454,37,9,2018,3,35,105,10/09/2018,September,"September, (2018)",FY18-Q3,FY18
17/09/2018,Monday,1,455,38,9,2018,3,35,105,17/09/2018,September,"September, (2018)",FY18-Q3,FY18
18/09/2018,Tuesday,2,455,38,9,2018,3,35,105,17/09/2018,September,"September, (2018)",FY18-Q3,FY18
19/09/2018,Wednesday,3,455,38,9,2018,3,35,105,17/09/2018,September,"September, (2018)",FY18-Q3,FY18
20/09/2018,Thursday,4,455,38,9,2018,3,35,105,17/09/2018,September,"September, (2018)",FY18-Q3,FY18
21/09/2018,Friday,5,455,38,9,2018,3,35,105,17/09/2018,September,"September, (2018)",FY18-Q3,FY18
22/09/2018,Saturday,6,455,38,9,2018,3,35,105,17/09/2018,September,"September, (2018)",FY18-Q3,FY18
23/09/2018,Sunday,7,455,38,9,2018,3,35,105,17/09/2018,September,"September, (2018)",FY18-Q3,FY18
24/09/2018,Monday,1,456,39,9,2018,3,35,105,24/09/2018,September,"September, (2018)",FY18-Q3,FY18
25/09/2018,Tuesday,2,456,39,9,2018,3,35,105,24/09/2018,September,"September, (2018)",FY18-Q3,FY18
26/09/2018,Wednesday,3,456,39,9,2018,3,35,105,24/09/2018,September,"September, (2018)",FY18-Q3,FY18
27/09/2018,Thursday,4,456,39,9,2018,3,35,105,24/09/2018,September,"September, (2018)",FY18-Q3,FY18
28/09/2018,Friday,5,456,39,9,2018,3,35,105,24/09/2018,September,"September, (2018)",FY18-Q3,FY18
29/09/2018,Saturday,6,456,39,9,2018,3,35,105,24/09/2018,September,"September, (2018)",FY18-Q3,FY18
30/09/2018,Sunday,7,456,39,9,2018,3,35,105,24/09/2018,September,"September, (2018)",FY18-Q3,FY18
01/10/2018,Monday,1,457,40,10,2018,4,36,106,01/10/2018,October,"October, (2018)",FY18-Q4,FY18
02/10/2018,Tuesday,2,457,40,10,2018,4,36,106,01/10/2018,October,"October, (2018)",FY18-Q4,FY18
03/10/2018,Wednesday,3,457,40,10,2018,4,36,106,01/10/2018,October,"October, (2018)",FY18-Q4,FY18
04/10/2018,Thursday,4,457,40,10,2018,4,36,106,01/10/2018,October,"October, (2018)",FY18-Q4,FY18
05/10/2018,Friday,5,457,40,10,2018,4,36,106,01/10/2018,October,"October, (2018)",FY18-Q4,FY18
06/10/2018,Saturday,6,457,40,10,2018,4,36,106,01/10/2018,October,"October, (2018)",FY18-Q4,FY18
07/10/2018,Sunday,7,457,40,10,2018,4,36,106,01/10/2018,October,"October, (2018)",FY18-Q4,FY18
08/10/2018,Monday,1,458,41,10,2018,4,36,106,08/10/2018,October,"October, (2018)",FY18-Q4,FY18
09/10/2018,Tuesday,2,458,41,10,2018,4,36,106,08/10/2018,October,"October, (2018)",FY18-Q4,FY18
10/10/2018,Wednesday,3,458,41,10,2018,4,36,106,08/10/2018,October,"October, (2018)",FY18-Q4,FY18
11/10/2018,Thursday,4,458,41,10,2018,4,36,106,08/10/2018,October,"October, (2018)",FY18-Q4,FY18
12/10/2018,Friday,5,458,41,10,2018,4,36,106,08/10/2018,October,"October, (2018)",FY18-Q4,FY18
13/10/2018,Saturday,6,458,41,10,2018,4,36,106,08/10/2018,October,"October, (2018)",FY18-Q4,FY18
14/10/2018,Sunday,7,458,41,10,2018,4,36,106,08/10/2018,October,"October, (2018)",FY18-Q4,FY18
15/10/2018,Monday,1,459,42,10,2018,4,36,106,15/10/2018,October,"October, (2018)",FY18-Q4,FY18
16/10/2018,Tuesday,2,459,42,10,2018,4,36,106,15/10/2018,October,"October, (2018)",FY18-Q4,FY18
17/10/2018,Wednesday,3,459,42,10,2018,4,36,106,15/10/2018,October,"October, (2018)",FY18-Q4,FY18
18/10/2018,Thursday,4,459,42,10,2018,4,36,106,15/10/2018,October,"October, (2018)",FY18-Q4,FY18
19/10/2018,Friday,5,459,42,10,2018,4,36,106,15/10/2018,October,"October, (2018)",FY18-Q4,FY18
20/10/2018,Saturday,6,459,42,10,2018,4,36,106,15/10/2018,October,"October, (2018)",FY18-Q4,FY18
21/10/2018,Sunday,7,459,42,10,2018,4,36,106,15/10/2018,October,"October, (2018)",FY18-Q4,FY18
22/10/2018,Monday,1,460,43,10,2018,4,36,106,22/10/2018,October,"October, (2018)",FY18-Q4,FY18
23/10/2018,Tuesday,2,460,43,10,2018,4,36,106,22/10/2018,October,"October, (2018)",FY18-Q4,FY18
24/10/2018,Wednesday,3,460,43,10,2018,4,36,106,22/10/2018,October,"October, (2018)",FY18-Q4,FY18
25/10/2018,Thursday,4,460,43,10,2018,4,36,106,22/10/2018,October,"October, (2018)",FY18-Q4,FY18
26/10/2018,Friday,5,460,43,10,2018,4,36,106,22/10/2018,October,"October, (2018)",FY18-Q4,FY18
27/10/2018,Saturday,6,460,43,10,2018,4,36,106,22/10/2018,October,"October, (2018)",FY18-Q4,FY18
28/10/2018,Sunday,7,460,43,10,2018,4,36,106,22/10/2018,October,"October, (2018)",FY18-Q4,FY18
29/10/2018,Monday,1,461,44,10,2018,4,36,106,29/10/2018,October,"October, (2018)",FY18-Q4,FY18
30/10/2018,Tuesday,2,461,44,10,2018,4,36,106,29/10/2018,October,"October, (2018)",FY18-Q4,FY18
31/10/2018,Wednesday,3,461,44,10,2018,4,36,106,29/10/2018,October,"October, (2018)",FY18-Q4,FY18
01/11/2018,Thursday,4,461,44,11,2018,4,36,107,29/10/2018,November,"November, (2018)",FY18-Q4,FY18
02/11/2018,Friday,5,461,44,11,2018,4,36,107,29/10/2018,November,"November, (2018)",FY18-Q4,FY18
03/11/2018,Saturday,6,461,44,11,2018,4,36,107,29/10/2018,November,"November, (2018)",FY18-Q4,FY18
04/11/2018,Sunday,7,461,44,11,2018,4,36,107,29/10/2018,November,"November, (2018)",FY18-Q4,FY18
05/11/2018,Monday,1,462,45,11,2018,4,36,107,05/11/2018,November,"November, (2018)",FY18-Q4,FY18
06/11/2018,Tuesday,2,462,45,11,2018,4,36,107,05/11/2018,November,"November, (2018)",FY18-Q4,FY18
07/11/2018,Wednesday,3,462,45,11,2018,4,36,107,05/11/2018,November,"November, (2018)",FY18-Q4,FY18
08/11/2018,Thursday,4,462,45,11,2018,4,36,107,05/11/2018,November,"November, (2018)",FY18-Q4,FY18
09/11/2018,Friday,5,462,45,11,2018,4,36,107,05/11/2018,November,"November, (2018)",FY18-Q4,FY18
10/11/2018,Saturday,6,462,45,11,2018,4,36,107,05/11/2018,November,"November, (2018)",FY18-Q4,FY18
11/11/2018,Sunday,7,462,45,11,2018,4,36,107,05/11/2018,November,"November, (2018)",FY18-Q4,FY18
12/11/2018,Monday,1,463,46,11,2018,4,36,107,12/11/2018,November,"November, (2018)",FY18-Q4,FY18
13/11/2018,Tuesday,2,463,46,11,2018,4,36,107,12/11/2018,November,"November, (2018)",FY18-Q4,FY18
14/11/2018,Wednesday,3,463,46,11,2018,4,36,107,12/11/2018,November,"November, (2018)",FY18-Q4,FY18
15/11/2018,Thursday,4,463,46,11,2018,4,36,107,12/11/2018,November,"November, (2018)",FY18-Q4,FY18
16/11/2018,Friday,5,463,46,11,2018,4,36,107,12/11/2018,November,"November, (2018)",FY18-Q4,FY18
17/11/2018,Saturday,6,463,46,11,2018,4,36,107,12/11/2018,November,"November, (2018)",FY18-Q4,FY18
18/11/2018,Sunday,7,463,46,11,2018,4,36,107,12/11/2018,November,"November, (2018)",FY18-Q4,FY18
19/11/2018,Monday,1,464,47,11,2018,4,36,107,19/11/2018,November,"November, (2018)",FY18-Q4,FY18
20/11/2018,Tuesday,2,464,47,11,2018,4,36,107,19/11/2018,November,"November, (2018)",FY18-Q4,FY18
21/11/2018,Wednesday,3,464,47,11,2018,4,36,107,19/11/2018,November,"November, (2018)",FY18-Q4,FY18
22/11/2018,Thursday,4,464,47,11,2018,4,36,107,19/11/2018,November,"November, (2018)",FY18-Q4,FY18
23/11/2018,Friday,5,464,47,11,2018,4,36,107,19/11/2018,November,"November, (2018)",FY18-Q4,FY18
24/11/2018,Saturday,6,464,47,11,2018,4,36,107,19/11/2018,November,"November, (2018)",FY18-Q4,FY18
25/11/2018,Sunday,7,464,47,11,2018,4,36,107,19/11/2018,November,"November, (2018)",FY18-Q4,FY18
26/11/2018,Monday,1,465,48,11,2018,4,36,107,26/11/2018,November,"November, (2018)",FY18-Q4,FY18
27/11/2018,Tuesday,2,465,48,11,2018,4,36,107,26/11/2018,November,"November, (2018)",FY18-Q4,FY18
28/11/2018,Wednesday,3,465,48,11,2018,4,36,107,26/11/2018,November,"November, (2018)",FY18-Q4,FY18
29/11/2018,Thursday,4,465,48,11,2018,4,36,107,26/11/2018,November,"November, (2018)",FY18-Q4,FY18
30/11/2018,Friday,5,465,48,11,2018,4,36,107,26/11/2018,November,"November, (2018)",FY18-Q4,FY18
01/12/2018,Saturday,6,465,48,12,2018,4,36,108,26/11/2018,December,"December, (2018)",FY18-Q4,FY18
02/12/2018,Sunday,7,465,48,12,2018,4,36,108,26/11/2018,December,"December, (2018)",FY18-Q4,FY18
03/12/2018,Monday,1,466,49,12,2018,4,36,108,03/12/2018,December,"December, (2018)",FY18-Q4,FY18
04/12/2018,Tuesday,2,466,49,12,2018,4,36,108,03/12/2018,December,"December, (2018)",FY18-Q4,FY18
05/12/2018,Wednesday,3,466,49,12,2018,4,36,108,03/12/2018,December,"December, (2018)",FY18-Q4,FY18
06/12/2018,Thursday,4,466,49,12,2018,4,36,108,03/12/2018,December,"December, (2018)",FY18-Q4,FY18
07/12/2018,Friday,5,466,49,12,2018,4,36,108,03/12/2018,December,"December, (2018)",FY18-Q4,FY18
